Region Code,Provider Code,Provider Name,Treatment Function Code,Treatment Function,Total number of incomplete pathways,Total within 18 weeks,% within 18 weeks,Average (median) waiting time (in weeks),92nd percentile waiting time (in weeks),Total 52 plus weeks,Total 78 plus weeks,Total 65 plus weeks,Year_Num,Month_Num,Source_File,% 52 plus weeks
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_330,Dermatology Service,"3,391","1,635",48.20%,19.2,38.8,15,-,1,2024,4,RTT_2024_APR,
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,"1,361",741,54.40%,16,40.2,-,-,-,2024,4,RTT_2024_APR,
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_400,Neurology Service,995,662,66.50%,12,30.9,-,-,-,2024,4,RTT_2024_APR,
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_410,Rheumatology Service,506,393,77.70%,12.8,22.4,-,-,-,2024,4,RTT_2024_APR,
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,19,19,100.00%,-,-,-,-,-,2024,4,RTT_2024_APR,
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_502,Gynaecology Service,"3,539","2,216",62.60%,13.5,39.3,22,-,1,2024,4,RTT_2024_APR,
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,X02,Other - Medical Services,676,646,95.60%,5.9,13.8,-,-,-,2024,4,RTT_2024_APR,
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,X03,Other - Mental Health Services,-,-,-,-,-,-,-,-,2024,4,RTT_2024_APR,
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,X04,Other - Paediatric Services,"1,892","1,053",55.70%,15.2,49.7,116,-,-,2024,4,RTT_2024_APR,
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,X05,Other - Surgical Services,"5,611","3,566",63.60%,12.4,32.6,10,-,-,2024,4,RTT_2024_APR,
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,X06,Other - Other Services,50,32,64.00%,14.3,35,-,-,-,2024,4,RTT_2024_APR,
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_100,General Surgery Service,"4,304","2,563",59.50%,13.3,42.9,86,-,9,2024,4,RTT_2024_APR,
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_101,Urology Service,"4,393","2,825",64.30%,12.8,33.2,47,1,11,2024,4,RTT_2024_APR,
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_110,Trauma and Orthopaedic Service,"4,343","2,696",62.10%,13.2,41.3,131,1,17,2024,4,RTT_2024_APR,
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_120,Ear Nose and Throat Service,"5,115","3,663",71.60%,11,28.7,13,1,1,2024,4,RTT_2024_APR,
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_130,Ophthalmology Service,"3,873","3,140",81.10%,9,23.5,-,-,-,2024,4,RTT_2024_APR,
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_140,Oral Surgery Service,"1,865","1,102",59.10%,12.9,42.2,42,1,3,2024,4,RTT_2024_APR,
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_150,Neurosurgical Service,"3,951","1,909",48.30%,19,44.7,126,-,23,2024,4,RTT_2024_APR,
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_160,Plastic Surgery Service,-,-,-,-,-,-,-,-,2024,4,RTT_2024_APR,
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_170,Cardiothoracic Surgery Service,-,-,-,-,-,-,-,-,2024,4,RTT_2024_APR,
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_300,General Internal Medicine Service,12,10,83.30%,-,-,-,-,-,2024,4,RTT_2024_APR,
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_301,Gastroenterology Service,"1,344","1,248",92.90%,7.9,16.9,3,-,-,2024,4,RTT_2024_APR,
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_320,Cardiology Service,"2,643","2,193",83.00%,8.7,24.2,8,1,3,2024,4,RTT_2024_APR,
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_330,Dermatology Service,"4,035","2,509",62.20%,12.6,45.5,159,5,33,2024,4,RTT_2024_APR,
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_340,Respiratory Medicine Service,"3,281","1,887",57.50%,13,48.4,155,3,14,2024,4,RTT_2024_APR,
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_400,Neurology Service,"4,557","2,166",47.50%,19.5,41.6,42,2,7,2024,4,RTT_2024_APR,
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_410,Rheumatology Service,"1,263",918,72.70%,10.9,30,11,-,3,2024,4,RTT_2024_APR,
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_430,Elderly Medicine Service,78,76,97.40%,4.4,13.9,-,-,-,2024,4,RTT_2024_APR,
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_502,Gynaecology Service,"8,072","3,531",43.70%,21.9,53.9,759,8,103,2024,4,RTT_2024_APR,
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",X02,Other - Medical Services,"9,059","5,982",66.00%,12.2,37.3,231,-,8,2024,4,RTT_2024_APR,
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",X03,Other - Mental Health Services,-,-,-,-,-,-,-,-,2024,4,RTT_2024_APR,
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",X04,Other - Paediatric Services,267,164,61.40%,11.6,33.7,-,-,-,2024,4,RTT_2024_APR,
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",X05,Other - Surgical Services,"3,290","2,166",65.80%,10.8,37.6,16,-,1,2024,4,RTT_2024_APR,
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",X06,Other - Other Services,607,496,81.70%,5.5,31.6,14,-,7,2024,4,RTT_2024_APR,
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_100,General Surgery Service,"1,186",573,48.30%,18.6,43.7,34,1,10,2024,4,RTT_2024_APR,
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_101,Urology Service,"6,403","3,070",47.90%,19.3,49.3,362,-,79,2024,4,RTT_2024_APR,
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,"5,287","2,684",50.80%,17.4,51.8,418,3,87,2024,4,RTT_2024_APR,
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,"12,854","5,292",41.20%,23.4,54.7,"1,379",4,146,2024,4,RTT_2024_APR,
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_130,Ophthalmology Service,"4,177","2,653",63.50%,12.4,37,28,-,1,2024,4,RTT_2024_APR,
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_140,Oral Surgery Service,"7,746","5,430",70.10%,11.6,32.9,26,2,7,2024,4,RTT_2024_APR,
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_150,Neurosurgical Service,15,10,66.70%,-,-,-,-,-,2024,4,RTT_2024_APR,
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_160,Plastic Surgery Service,"3,851","1,424",37.00%,24.3,51.6,300,-,83,2024,4,RTT_2024_APR,
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service,121,51,42.10%,21.3,45.7,7,-,-,2024,4,RTT_2024_APR,
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,686,296,43.10%,23.8,45.2,13,-,-,2024,4,RTT_2024_APR,
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_301,Gastroenterology Service,"3,401","2,625",77.20%,9.9,24.1,2,-,-,2024,4,RTT_2024_APR,
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_320,Cardiology Service,"10,444","5,950",57.00%,14.7,40,152,1,15,2024,4,RTT_2024_APR,
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_330,Dermatology Service,"11,362","6,598",58.10%,14.2,39.4,199,-,14,2024,4,RTT_2024_APR,
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,"8,669","5,538",63.90%,11.9,37,131,-,12,2024,4,RTT_2024_APR,
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_400,Neurology Service,"2,839","1,416",49.90%,18.1,45.4,45,-,2,2024,4,RTT_2024_APR,
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_410,Rheumatology Service,854,619,72.50%,9.9,28.3,1,-,-,2024,4,RTT_2024_APR,
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,856,419,48.90%,18.7,37.4,7,-,1,2024,4,RTT_2024_APR,
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_502,Gynaecology Service,"5,818","2,797",48.10%,19.2,47.4,338,-,73,2024,4,RTT_2024_APR,
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,X02,Other - Medical Services,"20,044","12,477",62.20%,12.4,40.5,475,-,37,2024,4,RTT_2024_APR,
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,X03,Other - Mental Health Services,11,7,63.60%,-,-,-,-,-,2024,4,RTT_2024_APR,
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,X04,Other - Paediatric Services,"17,846","9,923",55.60%,15,46.2,842,8,144,2024,4,RTT_2024_APR,
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,X05,Other - Surgical Services,"13,863","7,523",54.30%,15.2,45.3,614,27,160,2024,4,RTT_2024_APR,
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,X06,Other - Other Services,"2,350",674,28.70%,30.2,44,57,-,13,2024,4,RTT_2024_APR,
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_100,General Surgery Service,"8,980","4,566",50.80%,16.9,51.8,709,12,132,2024,4,RTT_2024_APR,
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_101,Urology Service,"2,344","1,554",66.30%,11.3,33.8,7,-,-,2024,4,RTT_2024_APR,
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_110,Trauma and Orthopaedic Service,"6,327","3,314",52.40%,16.2,49.9,432,11,99,2024,4,RTT_2024_APR,
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_120,Ear Nose and Throat Service,"15,449","7,271",47.10%,20.1,52.2,"1,265",81,366,2024,4,RTT_2024_APR,
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_130,Ophthalmology Service,-,-,-,-,-,-,-,-,2024,4,RTT_2024_APR,
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_140,Oral Surgery Service,-,-,-,-,-,-,-,-,2024,4,RTT_2024_APR,
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_150,Neurosurgical Service,-,-,-,-,-,-,-,-,2024,4,RTT_2024_APR,
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_160,Plastic Surgery Service,23,5,21.70%,38.5,64.2,4,-,1,2024,4,RTT_2024_APR,
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_170,Cardiothoracic Surgery Service,-,-,-,-,-,-,-,-,2024,4,RTT_2024_APR,
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_300,General Internal Medicine Service,691,443,64.10%,8.1,38,-,-,-,2024,4,RTT_2024_APR,
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_301,Gastroenterology Service,"5,535","3,160",57.10%,14.3,45.9,256,4,13,2024,4,RTT_2024_APR,
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_320,Cardiology Service,"3,687","2,013",54.60%,15.6,44.5,90,-,1,2024,4,RTT_2024_APR,
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_330,Dermatology Service,"3,854","2,773",72.00%,8.8,39.7,38,-,1,2024,4,RTT_2024_APR,
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_340,Respiratory Medicine Service,"2,254","1,448",64.20%,12.2,43.7,92,-,7,2024,4,RTT_2024_APR,
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_400,Neurology Service,"3,892","1,803",46.30%,20.1,44.7,129,2,7,2024,4,RTT_2024_APR,
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_410,Rheumatology Service,"1,042",824,79.10%,8.6,29.4,8,-,1,2024,4,RTT_2024_APR,
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_430,Elderly Medicine Service,184,179,97.30%,6.7,15.9,-,-,-,2024,4,RTT_2024_APR,
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_502,Gynaecology Service,"7,555","4,165",55.10%,15,47.6,417,3,87,2024,4,RTT_2024_APR,
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,X02,Other - Medical Services,"2,387","1,928",80.80%,7.8,31.7,26,-,4,2024,4,RTT_2024_APR,
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,X03,Other - Mental Health Services,-,-,-,-,-,-,-,-,2024,4,RTT_2024_APR,
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,X04,Other - Paediatric Services,"3,364","2,575",76.50%,9.6,30.3,16,-,1,2024,4,RTT_2024_APR,
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,X05,Other - Surgical Services,"2,002","1,049",52.40%,16.5,45,58,-,2,2024,4,RTT_2024_APR,
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,X06,Other - Other Services,10,8,80.00%,-,-,-,-,-,2024,4,RTT_2024_APR,
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,C_100,General Surgery Service,"2,199","1,612",73.30%,10.2,32.7,8,-,-,2024,4,RTT_2024_APR,
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,C_101,Urology Service,"2,018","1,774",87.90%,8.3,20.8,-,-,-,2024,4,RTT_2024_APR,
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,C_110,Trauma and Orthopaedic Service,"6,399","3,944",61.60%,13.4,42.5,155,-,13,2024,4,RTT_2024_APR,
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,C_120,Ear Nose and Throat Service,"2,781","1,687",60.70%,13.6,43.3,112,-,14,2024,4,RTT_2024_APR,
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,C_130,Ophthalmology Service,-,-,-,-,-,-,-,-,2024,4,RTT_2024_APR,
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,C_140,Oral Surgery Service,"2,046","1,178",57.60%,13.6,42.4,55,-,5,2024,4,RTT_2024_APR,
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,C_150,Neurosurgical Service,-,-,-,-,-,-,-,-,2024,4,RTT_2024_APR,
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,C_160,Plastic Surgery Service,42,33,78.60%,8,36.5,-,-,-,2024,4,RTT_2024_APR,
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,C_170,Cardiothoracic Surgery Service,-,-,-,-,-,-,-,-,2024,4,RTT_2024_APR,
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,C_300,General Internal Medicine Service,50,50,100.00%,3.4,15.5,-,-,-,2024,4,RTT_2024_APR,
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,C_301,Gastroenterology Service,"2,331","1,917",82.20%,9.4,27.6,12,1,2,2024,4,RTT_2024_APR,
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,C_320,Cardiology Service,716,610,85.20%,8.4,22.7,-,-,-,2024,4,RTT_2024_APR,
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,C_330,Dermatology Service,"2,333","1,560",66.90%,12.1,31.4,3,-,-,2024,4,RTT_2024_APR,
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,C_340,Respiratory Medicine Service,620,615,99.20%,2.9,8.3,-,-,-,2024,4,RTT_2024_APR,
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,C_400,Neurology Service,712,648,91.00%,7.4,19.4,-,-,-,2024,4,RTT_2024_APR,
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,C_410,Rheumatology Service,823,686,83.40%,8.7,22.1,-,-,-,2024,4,RTT_2024_APR,
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,C_430,Elderly Medicine Service,148,138,93.20%,5.3,17.1,-,-,-,2024,4,RTT_2024_APR,
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,C_502,Gynaecology Service,"3,404","2,350",69.00%,11.9,37.1,32,-,1,2024,4,RTT_2024_APR,
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,X02,Other - Medical Services,"3,018","2,308",76.50%,7.2,33.6,21,-,2,2024,4,RTT_2024_APR,
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,X03,Other - Mental Health Services,-,-,-,-,-,-,-,-,2024,4,RTT_2024_APR,
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,X04,Other - Paediatric Services,255,231,90.60%,6.4,18.9,-,-,-,2024,4,RTT_2024_APR,
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,X05,Other - Surgical Services,"3,999","3,400",85.00%,6.7,26.6,14,-,1,2024,4,RTT_2024_APR,
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,X06,Other - Other Services,-,-,-,-,-,-,-,-,2024,4,RTT_2024_APR,
Y56,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_100,General Surgery Service,"1,229",608,49.50%,18.4,46.8,33,-,1,2024,4,RTT_2024_APR,
Y56,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_101,Urology Service,"2,818","1,859",66.00%,11.8,34.9,14,-,-,2024,4,RTT_2024_APR,
Y56,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,"3,758","2,479",66.00%,12.1,31.4,7,-,-,2024,4,RTT_2024_APR,
Y56,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,"4,243","2,511",59.20%,14.2,37.2,38,-,-,2024,4,RTT_2024_APR,
Y56,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_130,Ophthalmology Service,291,147,50.50%,17.3,38.8,-,-,-,2024,4,RTT_2024_APR,
Y56,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_140,Oral Surgery Service,"1,676",962,57.40%,14.5,40.3,26,-,3,2024,4,RTT_2024_APR,
Y56,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_150,Neurosurgical Service,"3,519","1,807",51.30%,16.9,44.8,100,1,9,2024,4,RTT_2024_APR,
Y56,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_160,Plastic Surgery Service,"1,765","1,178",66.70%,11.1,36.9,23,-,4,2024,4,RTT_2024_APR,
Y56,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service,264,238,90.20%,6.3,19.2,-,-,-,2024,4,RTT_2024_APR,
Y56,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,110,91,82.70%,6.4,26.1,-,-,-,2024,4,RTT_2024_APR,
Y56,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_301,Gastroenterology Service,"2,755","1,775",64.40%,12.3,36.9,32,-,3,2024,4,RTT_2024_APR,
Y56,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_320,Cardiology Service,"5,155","3,532",68.50%,11.3,35.9,56,-,-,2024,4,RTT_2024_APR,
Y56,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_330,Dermatology Service,"4,576","3,402",74.30%,10.1,32.1,9,-,-,2024,4,RTT_2024_APR,
Y56,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,"2,626","1,966",74.90%,9.6,28.1,1,-,-,2024,4,RTT_2024_APR,
Y56,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_400,Neurology Service,"3,284","2,265",69.00%,10.7,32,15,-,-,2024,4,RTT_2024_APR,
Y56,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_410,Rheumatology Service,856,701,81.90%,7,27.4,2,-,-,2024,4,RTT_2024_APR,
Y56,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,45,43,95.60%,6.5,14.7,-,-,-,2024,4,RTT_2024_APR,
Y56,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_502,Gynaecology Service,"3,666","2,388",65.10%,11.8,38.8,59,-,4,2024,4,RTT_2024_APR,
Y56,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,X02,Other - Medical Services,"9,286","7,054",76.00%,9.4,31,36,-,3,2024,4,RTT_2024_APR,
Y56,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,X03,Other - Mental Health Services,-,-,-,-,-,-,-,-,2024,4,RTT_2024_APR,
Y56,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,X04,Other - Paediatric Services,"2,659","1,902",71.50%,10.3,29.8,5,-,-,2024,4,RTT_2024_APR,
Y56,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,X05,Other - Surgical Services,"5,710","3,567",62.50%,12.1,38,38,-,-,2024,4,RTT_2024_APR,
Y56,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,X06,Other - Other Services,"2,860","1,732",60.60%,13.9,35.4,4,-,1,2024,4,RTT_2024_APR,
Y56,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,C_100,General Surgery Service,"3,695","1,413",38.20%,25.9,53.5,339,7,90,2024,4,RTT_2024_APR,
Y56,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,C_101,Urology Service,"4,326","2,286",52.80%,16.3,44.3,164,1,41,2024,4,RTT_2024_APR,
Y56,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,"4,805","2,474",51.50%,16.8,49.2,291,16,105,2024,4,RTT_2024_APR,
Y56,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,636,400,62.90%,11.1,39.8,21,-,2,2024,4,RTT_2024_APR,
Y56,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,C_130,Ophthalmology Service,"12,195","6,075",49.80%,18.1,47.7,541,6,102,2024,4,RTT_2024_APR,
Y56,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,C_140,Oral Surgery Service,"12,449","6,619",53.20%,15.4,44.3,515,1,71,2024,4,RTT_2024_APR,
Y56,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,C_150,Neurosurgical Service,"3,639","2,042",56.10%,14.7,47.3,179,-,30,2024,4,RTT_2024_APR,
Y56,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,C_160,Plastic Surgery Service,27,13,48.10%,18.5,62.8,5,-,-,2024,4,RTT_2024_APR,
Y56,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service,113,47,41.60%,30.5,43.3,1,-,1,2024,4,RTT_2024_APR,
Y56,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,463,294,63.50%,13.5,33.8,-,-,-,2024,4,RTT_2024_APR,
Y56,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,C_301,Gastroenterology Service,"3,509","1,908",54.40%,15.4,48.3,209,-,44,2024,4,RTT_2024_APR,
Y56,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,C_320,Cardiology Service,"5,232","2,942",56.20%,14.9,42.6,111,-,21,2024,4,RTT_2024_APR,
Y56,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,C_330,Dermatology Service,"3,068","1,884",61.40%,12.6,43.3,83,-,12,2024,4,RTT_2024_APR,
Y56,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,"3,924","2,400",61.20%,13.7,48.1,242,-,14,2024,4,RTT_2024_APR,
Y56,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,C_400,Neurology Service,"3,555","2,055",57.80%,14.3,41.7,135,-,9,2024,4,RTT_2024_APR,
Y56,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,C_410,Rheumatology Service,"1,455","1,109",76.20%,8.4,32.6,6,-,-,2024,4,RTT_2024_APR,
Y56,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,489,321,65.60%,11.2,37.3,7,-,-,2024,4,RTT_2024_APR,
Y56,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,C_502,Gynaecology Service,"9,885","5,530",55.90%,15,42.3,287,2,28,2024,4,RTT_2024_APR,
Y56,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,X02,Other - Medical Services,"10,997","7,695",70.00%,10.9,36.3,240,-,44,2024,4,RTT_2024_APR,
