Region Code,Provider Code,Provider Name,Treatment Function Code,Treatment Function,Total number of incomplete pathways,Total within 18 weeks,% within 18 weeks,Average (median) waiting time (in weeks),92nd percentile waiting time (in weeks),Total 52 plus weeks,Total 78 plus weeks,Total 65 plus weeks,Year_Num,Month_Num,Source_File
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_400,Neurology Service, -   , -   , -   ,-,-,0,0,0,2023,4,RTT_2023_APR
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_410,Rheumatology Service, -   , -   , -   ,-,-,0,0,0,2023,4,RTT_2023_APR
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,172,171,99.40%,5.4,11.2,0,0,0,2023,4,RTT_2023_APR
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,C_502,Gynaecology Service, -   , -   , -   ,-,-,0,0,0,2023,4,RTT_2023_APR
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,X02,Other - Medical Services, -   , -   , -   ,-,-,0,0,0,2023,4,RTT_2023_APR
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,X03,Other - Mental Health Services, -   , -   , -   ,-,-,0,0,0,2023,4,RTT_2023_APR
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,X04,Other - Paediatric Services,"2,564","2,010",78.40%,8.6,36.5,50,2,11,2023,4,RTT_2023_APR
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,X05,Other - Surgical Services, -   , -   , -   ,-,-,0,0,0,2023,4,RTT_2023_APR
Y56,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,X06,Other - Other Services,6, -   , -   ,-,-,6,6,6,2023,4,RTT_2023_APR
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_100,General Surgery Service,627,242,38.60%,25.4,36.3,0,0,0,2023,4,RTT_2023_APR
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_101,Urology Service,"1,191",993,83.40%,9.4,24.3,2,0,0,2023,4,RTT_2023_APR
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,"2,229",987,44.30%,20,36.4,3,0,0,2023,4,RTT_2023_APR
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,"3,312","2,754",83.20%,9.3,21.3,3,0,0,2023,4,RTT_2023_APR
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_130,Ophthalmology Service,"4,564","3,591",78.70%,8.7,28.4,0,0,0,2023,4,RTT_2023_APR
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_140,Oral Surgery Service,"1,199",956,79.70%,7.5,29.3,0,0,0,2023,4,RTT_2023_APR
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_150,Neurosurgical Service, -   , -   , -   ,-,-,0,0,0,2023,4,RTT_2023_APR
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_160,Plastic Surgery Service,329,270,82.10%,9.4,27.9,0,0,0,2023,4,RTT_2023_APR
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service, -   , -   , -   ,-,-,0,0,0,2023,4,RTT_2023_APR
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,697,296,42.50%,21.3,44.6,1,0,0,2023,4,RTT_2023_APR
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_301,Gastroenterology Service,"1,987","1,412",71.10%,12.1,36.2,15,0,0,2023,4,RTT_2023_APR
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_320,Cardiology Service,791,438,55.40%,14.7,41.5,0,0,0,2023,4,RTT_2023_APR
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_330,Dermatology Service,"3,419","1,494",43.70%,21,41,5,0,0,2023,4,RTT_2023_APR
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,957,767,80.10%,9.8,22.8,0,0,0,2023,4,RTT_2023_APR
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_400,Neurology Service,938,839,89.40%,7.9,20.2,0,0,0,2023,4,RTT_2023_APR
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_410,Rheumatology Service,126,62,49.20%,18.1,22.7,0,0,0,2023,4,RTT_2023_APR
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,12,8,66.70%,-,-,0,0,0,2023,4,RTT_2023_APR
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,C_502,Gynaecology Service,"3,606","2,604",72.20%,10.2,28.2,0,0,0,2023,4,RTT_2023_APR
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,X02,Other - Medical Services,761,712,93.60%,5.5,16.2,0,0,0,2023,4,RTT_2023_APR
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,X03,Other - Mental Health Services, -   , -   , -   ,-,-,0,0,0,2023,4,RTT_2023_APR
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,X04,Other - Paediatric Services,"1,689","1,070",63.40%,12.1,41.9,0,0,0,2023,4,RTT_2023_APR
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,X05,Other - Surgical Services,"4,309","2,869",66.60%,11.6,30.7,3,0,1,2023,4,RTT_2023_APR
Y56,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,X06,Other - Other Services,58,27,46.60%,20,41.4,0,0,0,2023,4,RTT_2023_APR
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_100,General Surgery Service,"4,224","2,676",63.40%,12,40.4,103,0,27,2023,4,RTT_2023_APR
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_101,Urology Service,"5,144","3,543",68.90%,12.6,37.4,36,0,2,2023,4,RTT_2023_APR
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_110,Trauma and Orthopaedic Service,"3,144","2,109",67.10%,10.6,36.5,16,0,3,2023,4,RTT_2023_APR
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_120,Ear Nose and Throat Service,"4,267","2,653",62.20%,11.8,38.1,49,0,1,2023,4,RTT_2023_APR
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_130,Ophthalmology Service,"3,116","2,924",93.80%,6,15.9,0,0,0,2023,4,RTT_2023_APR
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_140,Oral Surgery Service,"2,411","1,560",64.70%,12.2,36,22,0,0,2023,4,RTT_2023_APR
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_150,Neurosurgical Service,"4,099","1,681",41.00%,23.2,49.4,226,0,32,2023,4,RTT_2023_APR
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_160,Plastic Surgery Service, -   , -   , -   ,-,-,0,0,0,2023,4,RTT_2023_APR
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_170,Cardiothoracic Surgery Service, -   , -   , -   ,-,-,0,0,0,2023,4,RTT_2023_APR
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_300,General Internal Medicine Service,24,17,70.80%,8,26.5,0,0,0,2023,4,RTT_2023_APR
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_301,Gastroenterology Service,946,894,94.50%,6.4,15.7,0,0,0,2023,4,RTT_2023_APR
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_320,Cardiology Service,"2,865","1,923",67.10%,12.3,29.7,1,0,0,2023,4,RTT_2023_APR
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_330,Dermatology Service,"2,385","1,149",48.20%,19.3,47.2,76,0,3,2023,4,RTT_2023_APR
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_340,Respiratory Medicine Service,"2,621","1,928",73.60%,9.5,28.2,1,0,0,2023,4,RTT_2023_APR
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_400,Neurology Service,"4,469","2,018",45.20%,20.5,43.1,17,0,0,2023,4,RTT_2023_APR
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_410,Rheumatology Service,"3,555","1,614",45.40%,20.3,41.4,65,0,10,2023,4,RTT_2023_APR
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_430,Elderly Medicine Service,187,151,80.70%,7,24.3,0,0,0,2023,4,RTT_2023_APR
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",C_502,Gynaecology Service,"6,861","3,982",58.00%,13.9,45.5,294,0,43,2023,4,RTT_2023_APR
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",X02,Other - Medical Services,"8,172","6,020",73.70%,11,25.9,26,0,5,2023,4,RTT_2023_APR
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",X03,Other - Mental Health Services, -   , -   , -   ,-,-,0,0,0,2023,4,RTT_2023_APR
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",X04,Other - Paediatric Services,"1,068",764,71.50%,12.1,27.1,0,0,0,2023,4,RTT_2023_APR
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",X05,Other - Surgical Services,"2,933","1,847",63.00%,12.3,37.2,27,0,5,2023,4,RTT_2023_APR
Y56,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",X06,Other - Other Services,494,350,70.90%,10.7,42.6,31,0,9,2023,4,RTT_2023_APR
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_100,General Surgery Service,800,336,42.00%,22.2,48.8,38,0,10,2023,4,RTT_2023_APR
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_101,Urology Service,"4,252","2,354",55.40%,15.1,45.4,176,4,38,2023,4,RTT_2023_APR
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,"5,608","2,616",46.60%,19.5,53,485,53,167,2023,4,RTT_2023_APR
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,"7,389","3,688",49.90%,18,46,311,21,89,2023,4,RTT_2023_APR
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_130,Ophthalmology Service,"3,176","2,232",70.30%,10.1,37.6,47,2,11,2023,4,RTT_2023_APR
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_140,Oral Surgery Service,"7,168","5,116",71.40%,10.3,30.9,20,2,12,2023,4,RTT_2023_APR
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_150,Neurosurgical Service, -   , -   , -   ,-,-,0,0,0,2023,4,RTT_2023_APR
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_160,Plastic Surgery Service,"2,708","1,359",50.20%,17.8,49.8,195,7,45,2023,4,RTT_2023_APR
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service,"1,012",622,61.50%,13.5,36,6,0,0,2023,4,RTT_2023_APR
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,501,243,48.50%,18.5,29.9,0,0,0,2023,4,RTT_2023_APR
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_301,Gastroenterology Service,923,795,86.10%,8.2,22.5,0,0,0,2023,4,RTT_2023_APR
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_320,Cardiology Service,"6,871","4,198",61.10%,13.5,36,27,0,5,2023,4,RTT_2023_APR
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_330,Dermatology Service,"5,171","3,430",66.30%,12,37.2,30,0,0,2023,4,RTT_2023_APR
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,"2,491","1,873",75.20%,10.6,27.3,3,0,0,2023,4,RTT_2023_APR
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_400,Neurology Service,"2,239","1,350",60.30%,12.8,40.7,18,0,1,2023,4,RTT_2023_APR
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_410,Rheumatology Service,747,627,83.90%,8.5,25.7,16,0,0,2023,4,RTT_2023_APR
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,619,585,94.50%,5.5,15.8,0,0,0,2023,4,RTT_2023_APR
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,C_502,Gynaecology Service,"4,239","2,206",52.00%,16.1,42.7,144,3,28,2023,4,RTT_2023_APR
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,X02,Other - Medical Services,"16,948","12,583",74.20%,9,33.7,168,2,10,2023,4,RTT_2023_APR
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,X03,Other - Mental Health Services, -   , -   , -   ,-,-,0,0,0,2023,4,RTT_2023_APR
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,X04,Other - Paediatric Services,"12,222","7,755",63.50%,12.6,40.2,283,5,40,2023,4,RTT_2023_APR
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,X05,Other - Surgical Services,"9,229","5,853",63.40%,11.8,42.4,277,3,33,2023,4,RTT_2023_APR
Y56,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,X06,Other - Other Services,"5,685","4,850",85.30%,7.4,24.4,10,0,2,2023,4,RTT_2023_APR
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_100,General Surgery Service,"10,326","5,122",49.60%,18.3,58.5,"1,205",114,457,2023,4,RTT_2023_APR
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_101,Urology Service,"2,083","1,299",62.40%,12.5,36.6,34,0,5,2023,4,RTT_2023_APR
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_110,Trauma and Orthopaedic Service,"6,483","3,530",54.50%,15.1,51,492,20,155,2023,4,RTT_2023_APR
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_120,Ear Nose and Throat Service,"13,193","6,160",46.70%,19.7,50.2,901,35,241,2023,4,RTT_2023_APR
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_130,Ophthalmology Service, -   , -   , -   ,-,-,0,0,0,2023,4,RTT_2023_APR
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_140,Oral Surgery Service, -   , -   , -   ,-,-,0,0,0,2023,4,RTT_2023_APR
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_150,Neurosurgical Service, -   , -   , -   ,-,-,0,0,0,2023,4,RTT_2023_APR
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_160,Plastic Surgery Service,27,17,63.00%,13.8,30.8,0,0,0,2023,4,RTT_2023_APR
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_170,Cardiothoracic Surgery Service, -   , -   , -   ,-,-,0,0,0,2023,4,RTT_2023_APR
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_300,General Internal Medicine Service,837,431,51.50%,16.2,53.3,78,1,8,2023,4,RTT_2023_APR
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_301,Gastroenterology Service,"4,870","2,754",56.60%,14.2,48.6,286,11,45,2023,4,RTT_2023_APR
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_320,Cardiology Service,"3,473","1,869",53.80%,15.5,51.5,269,0,60,2023,4,RTT_2023_APR
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_330,Dermatology Service,"3,645","2,479",68.00%,10.8,35.1,79,0,21,2023,4,RTT_2023_APR
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_340,Respiratory Medicine Service,"1,934","1,463",75.60%,10.2,32.6,11,0,0,2023,4,RTT_2023_APR
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_400,Neurology Service,"3,619","1,758",48.60%,18.8,48.9,214,0,33,2023,4,RTT_2023_APR
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_410,Rheumatology Service,"1,003",841,83.80%,7.1,29.8,5,0,0,2023,4,RTT_2023_APR
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_430,Elderly Medicine Service,193,193,100.00%,6.3,14.1,0,0,0,2023,4,RTT_2023_APR
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,C_502,Gynaecology Service,"6,920","4,531",65.50%,12.1,43.9,349,8,131,2023,4,RTT_2023_APR
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,X02,Other - Medical Services,"2,194","1,870",85.20%,7.8,24.6,24,0,7,2023,4,RTT_2023_APR
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,X03,Other - Mental Health Services, -   , -   , -   ,-,-,0,0,0,2023,4,RTT_2023_APR
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,X04,Other - Paediatric Services,"4,560","2,971",65.20%,12.2,42.2,163,0,4,2023,4,RTT_2023_APR
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,X05,Other - Surgical Services,"2,030","1,111",54.70%,15,42.7,61,2,9,2023,4,RTT_2023_APR
Y56,RJ2,LEWISHAM AND GREENWICH NHS TRUST,X06,Other - Other Services,6,5,83.30%,-,-,0,0,0,2023,4,RTT_2023_APR
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,C_100,General Surgery Service,"1,492","1,269",85.10%,9.1,23.8,0,0,0,2023,4,RTT_2023_APR
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,C_101,Urology Service,"1,598","1,476",92.40%,7.9,17.6,0,0,0,2023,4,RTT_2023_APR
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,C_110,Trauma and Orthopaedic Service,"6,070","4,370",72.00%,11.1,29.8,4,0,0,2023,4,RTT_2023_APR
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,C_120,Ear Nose and Throat Service,"3,082","2,254",73.10%,10.7,37,18,0,0,2023,4,RTT_2023_APR
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,C_130,Ophthalmology Service, -   , -   , -   ,-,-,0,0,0,2023,4,RTT_2023_APR
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,C_140,Oral Surgery Service,"2,194","1,434",65.40%,12.6,35.6,6,0,0,2023,4,RTT_2023_APR
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,C_150,Neurosurgical Service, -   , -   , -   ,-,-,0,0,0,2023,4,RTT_2023_APR
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,C_160,Plastic Surgery Service,48,37,77.10%,8,26.2,0,0,0,2023,4,RTT_2023_APR
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,C_170,Cardiothoracic Surgery Service, -   , -   , -   ,-,-,0,0,0,2023,4,RTT_2023_APR
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,C_300,General Internal Medicine Service,134,100,74.60%,11.2,27.1,0,0,0,2023,4,RTT_2023_APR
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,C_301,Gastroenterology Service,"2,080","1,546",74.30%,9.7,30,3,0,0,2023,4,RTT_2023_APR
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,C_320,Cardiology Service,"1,087","1,054",97.00%,6.2,15,0,0,0,2023,4,RTT_2023_APR
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,C_330,Dermatology Service,"2,752","1,767",64.20%,10.9,37.5,13,0,0,2023,4,RTT_2023_APR
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,C_340,Respiratory Medicine Service,850,753,88.60%,8,19.8,0,0,0,2023,4,RTT_2023_APR
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,C_400,Neurology Service,696,620,89.10%,7.4,20,0,0,0,2023,4,RTT_2023_APR
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,C_410,Rheumatology Service,915,746,81.50%,8.7,24.5,0,0,0,2023,4,RTT_2023_APR
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,C_430,Elderly Medicine Service,115,109,94.80%,8.3,16.4,0,0,0,2023,4,RTT_2023_APR
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,C_502,Gynaecology Service,"3,804","2,327",61.20%,13.1,42.1,121,0,9,2023,4,RTT_2023_APR
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,X02,Other - Medical Services,"3,268","2,718",83.20%,8.3,25.9,3,0,0,2023,4,RTT_2023_APR
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,X03,Other - Mental Health Services, -   , -   , -   ,-,-,0,0,0,2023,4,RTT_2023_APR
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,X04,Other - Paediatric Services,717,550,76.70%,9.9,23.4,0,0,0,2023,4,RTT_2023_APR
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,X05,Other - Surgical Services,"3,276","2,919",89.10%,6.4,20.4,0,0,0,2023,4,RTT_2023_APR
Y56,RJ6,CROYDON HEALTH SERVICES NHS TRUST,X06,Other - Other Services, -   , -   , -   ,-,-,0,0,0,2023,4,RTT_2023_APR
Y56,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_100,General Surgery Service,982,556,56.60%,14.4,42.5,24,0,4,2023,4,RTT_2023_APR
Y56,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_101,Urology Service,"2,683","1,928",71.90%,10.1,29.3,11,0,3,2023,4,RTT_2023_APR
Y56,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,"3,101","2,162",69.70%,10.3,30.6,11,0,2,2023,4,RTT_2023_APR
Y56,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,"5,408","2,930",54.20%,15.6,38.7,115,0,3,2023,4,RTT_2023_APR
Y56,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_130,Ophthalmology Service,339,288,85.00%,10,22.7,0,0,0,2023,4,RTT_2023_APR
Y56,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_140,Oral Surgery Service,"1,627","1,089",66.90%,11.6,34.1,27,0,1,2023,4,RTT_2023_APR
Y56,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_150,Neurosurgical Service,"3,255","1,733",53.20%,15.8,41.1,72,0,2,2023,4,RTT_2023_APR
Y56,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_160,Plastic Surgery Service,"1,698","1,106",65.10%,11.8,38.3,25,1,4,2023,4,RTT_2023_APR
Y56,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service,314,259,82.50%,7,26.4,1,0,0,2023,4,RTT_2023_APR
Y56,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,6,4,66.70%,-,-,0,0,0,2023,4,RTT_2023_APR
Y56,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_301,Gastroenterology Service,"3,112","2,123",68.20%,11.2,33.4,9,0,0,2023,4,RTT_2023_APR
Y56,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_320,Cardiology Service,"5,716","3,472",60.70%,13.3,41.7,148,0,17,2023,4,RTT_2023_APR
Y56,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_330,Dermatology Service,"3,120","2,441",78.20%,8.5,29.6,2,0,1,2023,4,RTT_2023_APR
Y56,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,"2,395","2,043",85.30%,8.2,21.4,0,0,0,2023,4,RTT_2023_APR
Y56,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_400,Neurology Service,"2,724","1,812",66.50%,10.7,35.4,29,0,9,2023,4,RTT_2023_APR
Y56,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_410,Rheumatology Service,"1,098",801,73.00%,8.3,31.7,3,0,0,2023,4,RTT_2023_APR
Y56,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,35,34,97.10%,4.5,13.1,0,0,0,2023,4,RTT_2023_APR
Y56,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_502,Gynaecology Service,"3,335","2,182",65.40%,12,35.2,6,0,0,2023,4,RTT_2023_APR
Y56,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,X02,Other - Medical Services,"8,813","6,457",73.30%,10,29.1,12,0,4,2023,4,RTT_2023_APR
Y56,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,X03,Other - Mental Health Services, -   , -   , -   ,-,-,0,0,0,2023,4,RTT_2023_APR
Y56,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,X04,Other - Paediatric Services,"3,641","2,536",69.70%,10.5,30.1,7,0,2,2023,4,RTT_2023_APR
Y56,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,X05,Other - Surgical Services,"4,381","2,887",65.90%,10.7,36.7,47,0,5,2023,4,RTT_2023_APR
Y56,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,X06,Other - Other Services,"1,461","1,076",73.60%,10.1,29.9,0,0,0,2023,4,RTT_2023_APR
Y56,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,C_100,General Surgery Service,"3,684","2,193",59.50%,13.9,49,219,2,31,2023,4,RTT_2023_APR
