Region Code,Provider Code,Provider Name,Treatment Function Code,Treatment Function,Total number of incomplete pathways,Total within 18 weeks,% within 18 weeks,Average (median) waiting time (in weeks),92nd percentile waiting time (in weeks),Year_Num,Month_Num,Source_File, 52 plus 
Y61,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,C_410,Rheumatology,219,212,96.80%,2.7,13.6,2019,10,RTT_2019_OCT,
Y61,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,C_430,Geriatric Medicine,48,46,95.80%,7.4,16.2,2019,10,RTT_2019_OCT,
Y61,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,C_502,Gynaecology,"2,214","1,615",72.90%,9.7,31,2019,10,RTT_2019_OCT,
Y61,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,X01,Other,991,859,86.70%,7.5,21.2,2019,10,RTT_2019_OCT,
Y61,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_100,General Surgery,640,546,85.30%,6.9,22,2019,10,RTT_2019_OCT,
Y61,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_101,Urology,"1,538","1,233",80.20%,7.8,25.9,2019,10,RTT_2019_OCT,
Y61,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_110,Trauma & Orthopaedics,"2,293","1,781",77.70%,8.9,24.8,2019,10,RTT_2019_OCT,
Y61,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_120,"Ear, Nose & Throat (ENT)","2,092","1,556",74.40%,9.9,29.2,2019,10,RTT_2019_OCT,
Y61,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_130,Ophthalmology,"3,668","2,812",76.70%,10,24.9,2019,10,RTT_2019_OCT,
Y61,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_140,Oral Surgery,"1,150",918,79.80%,9.6,23.6,2019,10,RTT_2019_OCT,
Y61,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_150,Neurosurgery,"1,093",994,90.90%,6.4,18.9,2019,10,RTT_2019_OCT,
Y61,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_160,Plastic Surgery,945,822,87.00%,6.6,23,2019,10,RTT_2019_OCT,
Y61,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery, -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_300,General Medicine,138,136,98.60%,5.3,13,2019,10,RTT_2019_OCT,
Y61,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_301,Gastroenterology,"1,429","1,358",95.00%,5.3,15.6,2019,10,RTT_2019_OCT,
Y61,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_320,Cardiology,947,891,94.10%,7,16.7,2019,10,RTT_2019_OCT,
Y61,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_330,Dermatology,"2,633","2,205",83.70%,8.9,22.3,2019,10,RTT_2019_OCT,
Y61,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_340,Thoracic Medicine,459,448,97.60%,4.4,14.4,2019,10,RTT_2019_OCT,
Y61,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_400,Neurology,"1,059","1,028",97.10%,6.2,14.8,2019,10,RTT_2019_OCT,
Y61,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_410,Rheumatology,918,874,95.20%,4.6,15.6,2019,10,RTT_2019_OCT,
Y61,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_430,Geriatric Medicine,74,72,97.30%,5.1,14.1,2019,10,RTT_2019_OCT,
Y61,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_502,Gynaecology,"1,086","1,009",92.90%,4.7,16.8,2019,10,RTT_2019_OCT,
Y61,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,X01,Other,"12,111","10,615",87.60%,5.8,20.9,2019,10,RTT_2019_OCT,
Y61,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_100,General Surgery,"3,510","2,857",81.40%,6.8,29.6,2019,10,RTT_2019_OCT,
Y61,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_101,Urology,"2,353","1,852",78.70%,7.1,28,2019,10,RTT_2019_OCT,
Y61,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_110,Trauma & Orthopaedics,"6,129","3,940",64.30%,12.9,34.7,2019,10,RTT_2019_OCT,
Y61,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_120,"Ear, Nose & Throat (ENT)","2,924","2,543",87.00%,7.2,22.1,2019,10,RTT_2019_OCT,
Y61,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_130,Ophthalmology,"4,539","3,730",82.20%,7.3,23.2,2019,10,RTT_2019_OCT,
Y61,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_140,Oral Surgery,"1,215",995,81.90%,7.1,26.1,2019,10,RTT_2019_OCT,
Y61,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_150,Neurosurgery, -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_160,Plastic Surgery,"1,375",925,67.30%,12.9,32.2,2019,10,RTT_2019_OCT,
Y61,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery, -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_300,General Medicine, -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_301,Gastroenterology,"2,492","2,292",92.00%,5,18,2019,10,RTT_2019_OCT,
Y61,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_320,Cardiology,"2,140","1,776",83.00%,7.7,24.5,2019,10,RTT_2019_OCT,
Y61,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_330,Dermatology,"4,201","3,542",84.30%,9,21.5,2019,10,RTT_2019_OCT,
Y61,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_340,Thoracic Medicine,770,709,92.10%,7.8,18,2019,10,RTT_2019_OCT,
Y61,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_400,Neurology,"1,302","1,258",96.60%,5.5,14.5,2019,10,RTT_2019_OCT,
Y61,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_410,Rheumatology,993,955,96.20%,5.3,14.7,2019,10,RTT_2019_OCT,
Y61,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_430,Geriatric Medicine,38,38,100.00%,6.1,9.8,2019,10,RTT_2019_OCT,
Y61,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_502,Gynaecology,"3,506","2,519",71.80%,9,35.3,2019,10,RTT_2019_OCT,
Y61,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,X01,Other,"8,766","7,035",80.30%,8,25,2019,10,RTT_2019_OCT,
Y61,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,C_100,General Surgery,"2,003","1,807",90.20%,7.3,19.2,2019,10,RTT_2019_OCT,
Y61,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,C_101,Urology,952,914,96.00%,6.4,16.4,2019,10,RTT_2019_OCT,
Y61,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,C_110,Trauma & Orthopaedics,"2,370","1,871",78.90%,10.8,28.3,2019,10,RTT_2019_OCT,
Y61,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,C_120,"Ear, Nose & Throat (ENT)","1,400","1,283",91.60%,6.7,18.8,2019,10,RTT_2019_OCT,
Y61,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,C_130,Ophthalmology,"1,165","1,089",93.50%,5.6,17.3,2019,10,RTT_2019_OCT,
Y61,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,C_140,Oral Surgery,527,493,93.50%,5.9,17.2,2019,10,RTT_2019_OCT,
Y61,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,C_150,Neurosurgery, -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,C_160,Plastic Surgery, -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,C_170,Cardiothoracic Surgery, -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,C_300,General Medicine,264,251,95.10%,8.6,17.3,2019,10,RTT_2019_OCT,
Y61,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,C_301,Gastroenterology,985,874,88.70%,10.4,20.9,2019,10,RTT_2019_OCT,
Y61,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,C_320,Cardiology,"1,333","1,251",93.80%,6.8,17.4,2019,10,RTT_2019_OCT,
Y61,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,C_330,Dermatology,"1,232","1,096",89.00%,8.6,20.5,2019,10,RTT_2019_OCT,
Y61,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,C_340,Thoracic Medicine,302,300,99.30%,3.9,14,2019,10,RTT_2019_OCT,
Y61,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,C_400,Neurology,309,287,92.90%,10.4,17.7,2019,10,RTT_2019_OCT,
Y61,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,C_410,Rheumatology,393,369,93.90%,5.8,16.5,2019,10,RTT_2019_OCT,
Y61,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,C_430,Geriatric Medicine,22,21,95.50%,8.3,16.2,2019,10,RTT_2019_OCT,
Y61,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,C_502,Gynaecology,"1,048",986,94.10%,5,17.1,2019,10,RTT_2019_OCT,
Y61,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,X01,Other,"1,688","1,668",98.80%,5.6,15.4,2019,10,RTT_2019_OCT,
Y61,RT1,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,C_100,General Surgery, -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RT1,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,C_101,Urology, -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RT1,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,C_110,Trauma & Orthopaedics, -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RT1,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,C_120,"Ear, Nose & Throat (ENT)", -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RT1,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,C_130,Ophthalmology, -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RT1,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,C_140,Oral Surgery, -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RT1,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,C_150,Neurosurgery, -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RT1,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,C_160,Plastic Surgery, -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RT1,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery, -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RT1,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,C_300,General Medicine, -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RT1,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,C_301,Gastroenterology, -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RT1,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,C_320,Cardiology, -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RT1,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,C_330,Dermatology, -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RT1,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,C_340,Thoracic Medicine, -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RT1,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,C_400,Neurology, -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RT1,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,C_410,Rheumatology, -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RT1,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,C_430,Geriatric Medicine, -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RT1,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,C_502,Gynaecology, -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RT1,CAMBRIDGESHIRE AND PETERBOROUGH NHS FOUNDATION TRUST,X01,Other,34,33,97.10%,7.5,16.3,2019,10,RTT_2019_OCT,
Y61,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,C_100,General Surgery,"1,551","1,308",84.30%,8,23.6,2019,10,RTT_2019_OCT,
Y61,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,C_101,Urology,"1,850","1,360",73.50%,10,30.8,2019,10,RTT_2019_OCT,
Y61,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,C_110,Trauma & Orthopaedics,"2,182","1,772",81.20%,7.2,25.2,2019,10,RTT_2019_OCT,
Y61,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,C_120,"Ear, Nose & Throat (ENT)","1,896","1,480",78.10%,8.3,26.8,2019,10,RTT_2019_OCT,
Y61,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,C_130,Ophthalmology,"1,712","1,426",83.30%,6.4,25.7,2019,10,RTT_2019_OCT,
Y61,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,C_140,Oral Surgery,"1,427","1,043",73.10%,9.2,34.5,2019,10,RTT_2019_OCT,
Y61,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,C_150,Neurosurgery, -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,C_160,Plastic Surgery, -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,C_170,Cardiothoracic Surgery, -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,C_300,General Medicine,6,6,100.00%,-,-,2019,10,RTT_2019_OCT,
Y61,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,C_301,Gastroenterology,"1,747","1,667",95.40%,5.8,16.7,2019,10,RTT_2019_OCT,
Y61,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,C_320,Cardiology,"1,667","1,616",96.90%,5.3,15.7,2019,10,RTT_2019_OCT,
Y61,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,C_330,Dermatology,"1,960","1,884",96.10%,6.2,15.9,2019,10,RTT_2019_OCT,
Y61,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,C_340,Thoracic Medicine,530,519,97.90%,2.9,13.3,2019,10,RTT_2019_OCT,
Y61,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,C_400,Neurology,"1,141","1,056",92.60%,7.1,17.6,2019,10,RTT_2019_OCT,
Y61,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,C_410,Rheumatology,421,390,92.60%,6.4,17.6,2019,10,RTT_2019_OCT,
Y61,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,C_430,Geriatric Medicine,94,91,96.80%,5.7,14.9,2019,10,RTT_2019_OCT,
Y61,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,C_502,Gynaecology,755,743,98.40%,4.1,12.9,2019,10,RTT_2019_OCT,
Y61,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,X01,Other,"4,172","3,714",89.00%,6.4,20.6,2019,10,RTT_2019_OCT,
Y61,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,C_100,General Surgery,"2,878","2,456",85.30%,7.6,23.7,2019,10,RTT_2019_OCT,
Y61,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,C_101,Urology,"2,123","1,878",88.50%,7.3,21.8,2019,10,RTT_2019_OCT,
Y61,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,C_110,Trauma & Orthopaedics,"3,168","2,475",78.10%,9.6,29.2,2019,10,RTT_2019_OCT,
Y61,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,C_120,"Ear, Nose & Throat (ENT)","2,671","2,297",86.00%,8.1,21.5,2019,10,RTT_2019_OCT,
Y61,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,C_130,Ophthalmology,"3,926","3,597",91.60%,7.6,18.3,2019,10,RTT_2019_OCT,
Y61,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,C_140,Oral Surgery,"2,429","1,751",72.10%,12.5,28.4,2019,10,RTT_2019_OCT,
Y61,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,C_150,Neurosurgery, -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,C_160,Plastic Surgery,"1,671","1,574",94.20%,6.1,16,2019,10,RTT_2019_OCT,
Y61,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,C_170,Cardiothoracic Surgery,27,26,96.30%,4.8,12.9,2019,10,RTT_2019_OCT,
Y61,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,C_300,General Medicine,"1,113","1,111",99.80%,7.1,13.4,2019,10,RTT_2019_OCT,
Y61,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,C_301,Gastroenterology,"3,288","2,464",74.90%,10.1,28,2019,10,RTT_2019_OCT,
Y61,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,C_320,Cardiology,"2,805","2,273",81.00%,10.9,23.5,2019,10,RTT_2019_OCT,
Y61,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,C_330,Dermatology,"1,048",933,89.00%,8.4,22.5,2019,10,RTT_2019_OCT,
Y61,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,C_340,Thoracic Medicine,"1,262","1,091",86.50%,7.3,21.6,2019,10,RTT_2019_OCT,
Y61,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,C_400,Neurology,"1,313","1,194",90.90%,6.6,19,2019,10,RTT_2019_OCT,
Y61,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,C_410,Rheumatology,"1,112",845,76.00%,11.7,27.1,2019,10,RTT_2019_OCT,
Y61,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,C_430,Geriatric Medicine,100,94,94.00%,5.4,15.3,2019,10,RTT_2019_OCT,
Y61,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,C_502,Gynaecology,"2,956","2,621",88.70%,7.1,22.1,2019,10,RTT_2019_OCT,
Y61,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,X01,Other,"9,471","7,533",79.50%,9.6,28.9,2019,10,RTT_2019_OCT,
Y61,RY3,NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST,C_100,General Surgery, -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RY3,NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST,C_101,Urology, -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RY3,NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST,C_110,Trauma & Orthopaedics,500,497,99.40%,3,10,2019,10,RTT_2019_OCT,
Y61,RY3,NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST,C_120,"Ear, Nose & Throat (ENT)", -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RY3,NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST,C_130,Ophthalmology, -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RY3,NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST,C_140,Oral Surgery, -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RY3,NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST,C_150,Neurosurgery, -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RY3,NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST,C_160,Plastic Surgery, -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RY3,NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST,C_170,Cardiothoracic Surgery, -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RY3,NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST,C_300,General Medicine, -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RY3,NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST,C_301,Gastroenterology, -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RY3,NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST,C_320,Cardiology, -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RY3,NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST,C_330,Dermatology, -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RY3,NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST,C_340,Thoracic Medicine, -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RY3,NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST,C_400,Neurology, -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RY3,NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST,C_410,Rheumatology, -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RY3,NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST,C_430,Geriatric Medicine, -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RY3,NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST,C_502,Gynaecology, -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RY3,NORFOLK COMMUNITY HEALTH AND CARE NHS TRUST,X01,Other,215,210,97.70%,6.2,15,2019,10,RTT_2019_OCT,
Y61,RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,C_100,General Surgery, -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,C_101,Urology, -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,C_110,Trauma & Orthopaedics, -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,C_120,"Ear, Nose & Throat (ENT)", -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,C_130,Ophthalmology, -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,C_140,Oral Surgery, -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,C_150,Neurosurgery, -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,C_160,Plastic Surgery, -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,C_170,Cardiothoracic Surgery, -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,C_300,General Medicine, -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,C_301,Gastroenterology, -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,C_320,Cardiology, -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,C_330,Dermatology, -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,C_340,Thoracic Medicine, -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,C_400,Neurology, -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,C_410,Rheumatology, -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,C_430,Geriatric Medicine, -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,C_502,Gynaecology, -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,X01,Other,"2,769","2,546",91.90%,7.3,18,2019,10,RTT_2019_OCT,
Y61,RYV,CAMBRIDGESHIRE COMMUNITY SERVICES NHS TRUST,C_100,General Surgery, -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RYV,CAMBRIDGESHIRE COMMUNITY SERVICES NHS TRUST,C_101,Urology, -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
Y61,RYV,CAMBRIDGESHIRE COMMUNITY SERVICES NHS TRUST,C_110,Trauma & Orthopaedics, -   , -   , -   ,-,-,2019,10,RTT_2019_OCT,
