Region Code,Provider Code,Provider Name,Treatment Function Code,Treatment Function,Total number of incomplete pathways,Total within 18 weeks,% within 18 weeks,Average (median) waiting time (in weeks),92nd percentile waiting time (in weeks),Year_Num,Month_Num,Source_File, 52 plus 
Y61,RC1,BEDFORD HOSPITAL NHS TRUST,X01,Other,"2,359","2,151",91.20%,4.7,19.1,2020,2,RTT_2020_FEB,
Y61,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_100,General Surgery,"1,259","1,087",86.30%,6.3,23.2,2020,2,RTT_2020_FEB,
Y61,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_101,Urology,"1,513","1,332",88.00%,6.6,20.5,2020,2,RTT_2020_FEB,
Y61,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_110,Trauma & Orthopaedics,"1,481","1,233",83.30%,8.8,22.7,2020,2,RTT_2020_FEB,
Y61,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_120,"Ear, Nose & Throat (ENT)","2,104","1,977",94.00%,5.6,17.2,2020,2,RTT_2020_FEB,
Y61,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_130,Ophthalmology,"3,429","3,015",87.90%,7.3,20.3,2020,2,RTT_2020_FEB,
Y61,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_140,Oral Surgery,"2,177","1,554",71.40%,14.1,29.6,2020,2,RTT_2020_FEB,
Y61,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_150,Neurosurgery, -   , -   , -   ,-,-,2020,2,RTT_2020_FEB,
Y61,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_160,Plastic Surgery,121,121,100.00%,4.3,10.7,2020,2,RTT_2020_FEB,
Y61,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery, -   , -   , -   ,-,-,2020,2,RTT_2020_FEB,
Y61,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_300,General Medicine,639,627,98.10%,5.6,13.6,2020,2,RTT_2020_FEB,
Y61,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_301,Gastroenterology,987,947,95.90%,4.5,14.8,2020,2,RTT_2020_FEB,
Y61,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_320,Cardiology,"1,853","1,601",86.40%,9.3,23,2020,2,RTT_2020_FEB,
Y61,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_330,Dermatology,"1,580","1,501",95.00%,5.9,15.7,2020,2,RTT_2020_FEB,
Y61,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_340,Thoracic Medicine,"1,354","1,214",89.70%,7.4,19.5,2020,2,RTT_2020_FEB,
Y61,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_400,Neurology,901,824,91.50%,8.4,18.2,2020,2,RTT_2020_FEB,
Y61,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_410,Rheumatology,505,504,99.80%,6.3,15.4,2020,2,RTT_2020_FEB,
Y61,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_430,Geriatric Medicine,160,158,98.80%,5.6,13.3,2020,2,RTT_2020_FEB,
Y61,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_502,Gynaecology,"1,798","1,640",91.20%,6.2,18.7,2020,2,RTT_2020_FEB,
Y61,RC9,LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,X01,Other,"5,632","5,122",90.90%,6.6,18.9,2020,2,RTT_2020_FEB,
Y61,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",C_100,General Surgery,859,725,84.40%,5.9,22.9,2020,2,RTT_2020_FEB,
Y61,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",C_101,Urology,"1,224",701,57.30%,14.5,37.5,2020,2,RTT_2020_FEB,
Y61,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",C_110,Trauma & Orthopaedics,"2,006","1,349",67.20%,11.6,33.1,2020,2,RTT_2020_FEB,
Y61,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",C_120,"Ear, Nose & Throat (ENT)","1,256",987,78.60%,9.1,27.8,2020,2,RTT_2020_FEB,
Y61,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",C_130,Ophthalmology,"1,317","1,124",85.30%,6.1,23.1,2020,2,RTT_2020_FEB,
Y61,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",C_140,Oral Surgery,648,438,67.60%,12.7,33.1,2020,2,RTT_2020_FEB,
Y61,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",C_150,Neurosurgery, -   , -   , -   ,-,-,2020,2,RTT_2020_FEB,
Y61,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",C_160,Plastic Surgery,132,96,72.70%,9.7,28.7,2020,2,RTT_2020_FEB,
Y61,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",C_170,Cardiothoracic Surgery,2,2,100.00%,-,-,2020,2,RTT_2020_FEB,
Y61,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",C_300,General Medicine,251,219,87.30%,4,23.2,2020,2,RTT_2020_FEB,
Y61,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",C_301,Gastroenterology,662,550,83.10%,6.9,26.3,2020,2,RTT_2020_FEB,
Y61,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",C_320,Cardiology,868,778,89.60%,7.3,19,2020,2,RTT_2020_FEB,
Y61,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",C_330,Dermatology,"1,032",941,91.20%,5,18.4,2020,2,RTT_2020_FEB,
Y61,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",C_340,Thoracic Medicine, -   , -   , -   ,-,-,2020,2,RTT_2020_FEB,
Y61,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",C_400,Neurology,679,508,74.80%,11.4,22.9,2020,2,RTT_2020_FEB,
Y61,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",C_410,Rheumatology,187,177,94.70%,3.3,15,2020,2,RTT_2020_FEB,
Y61,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",C_430,Geriatric Medicine,55,52,94.50%,3.6,15.8,2020,2,RTT_2020_FEB,
Y61,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",C_502,Gynaecology,974,671,68.90%,10.7,36.2,2020,2,RTT_2020_FEB,
Y61,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",X01,Other,"2,928","2,174",74.20%,7.6,29,2020,2,RTT_2020_FEB,
Y61,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_100,General Surgery,"1,340",,,6.1,,2020,2,RTT_2020_FEB,
Y61,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_101,Urology,"1,550",,,11.3,,2020,2,RTT_2020_FEB,
Y61,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_110,Trauma & Orthopaedics,"1,861",,,12.5,,2020,2,RTT_2020_FEB,
Y61,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_120,"Ear, Nose & Throat (ENT)","2,117",,,11.9,,2020,2,RTT_2020_FEB,
Y61,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_130,Ophthalmology,"2,754",,,8,,2020,2,RTT_2020_FEB,
Y61,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_140,Oral Surgery,827,,,7.9,,2020,2,RTT_2020_FEB,
Y61,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_150,Neurosurgery, -   ,,,-,,2020,2,RTT_2020_FEB,
Y61,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_160,Plastic Surgery, -   ,,,-,,2020,2,RTT_2020_FEB,
Y61,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery, -   ,,,-,,2020,2,RTT_2020_FEB,
Y61,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_300,General Medicine,816,,,12.3,,2020,2,RTT_2020_FEB,
Y61,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_301,Gastroenterology,"1,288",,,11,,2020,2,RTT_2020_FEB,
Y61,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_320,Cardiology,"1,162",,,10.3,,2020,2,RTT_2020_FEB,
Y61,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_330,Dermatology,760,,,2.6,,2020,2,RTT_2020_FEB,
Y61,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_340,Thoracic Medicine,683,,,10.4,,2020,2,RTT_2020_FEB,
Y61,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_400,Neurology,962,,,9.9,,2020,2,RTT_2020_FEB,
Y61,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_410,Rheumatology,367,,,9.8,,2020,2,RTT_2020_FEB,
Y61,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_430,Geriatric Medicine,1,,,-,,2020,2,RTT_2020_FEB,
Y61,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,C_502,Gynaecology,"3,021",,,5.8,,2020,2,RTT_2020_FEB,
Y61,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,X01,Other,"1,392",,,7.1,,2020,2,RTT_2020_FEB,
Y61,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_100,General Surgery,"3,021","2,198",72.80%,9,33,2020,2,RTT_2020_FEB,
Y61,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_101,Urology,"1,596","1,080",67.70%,12.4,37.2,2020,2,RTT_2020_FEB,
Y61,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_110,Trauma & Orthopaedics,"2,765","1,647",59.60%,14.7,36.3,2020,2,RTT_2020_FEB,
Y61,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_120,"Ear, Nose & Throat (ENT)","3,402","2,233",65.60%,12.6,35.5,2020,2,RTT_2020_FEB,
Y61,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_130,Ophthalmology, -   , -   , -   ,-,-,2020,2,RTT_2020_FEB,
Y61,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_140,Oral Surgery,470,178,37.90%,21.5,41.8,2020,2,RTT_2020_FEB,
Y61,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_150,Neurosurgery, -   , -   , -   ,-,-,2020,2,RTT_2020_FEB,
Y61,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_160,Plastic Surgery, -   , -   , -   ,-,-,2020,2,RTT_2020_FEB,
Y61,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery,182,110,60.40%,13.8,37.5,2020,2,RTT_2020_FEB,
Y61,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_300,General Medicine,219,160,73.10%,12.4,34.9,2020,2,RTT_2020_FEB,
Y61,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_301,Gastroenterology,"1,895","1,229",64.90%,12.9,33.6,2020,2,RTT_2020_FEB,
Y61,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_320,Cardiology,"2,584","2,229",86.30%,8.3,22.7,2020,2,RTT_2020_FEB,
Y61,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_330,Dermatology,"3,964","2,568",64.80%,12.7,35.3,2020,2,RTT_2020_FEB,
Y61,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_340,Thoracic Medicine,"1,447","1,002",69.20%,12.1,31.9,2020,2,RTT_2020_FEB,
Y61,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_400,Neurology,"1,624",906,55.80%,15.8,40.3,2020,2,RTT_2020_FEB,
Y61,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_410,Rheumatology,985,657,66.70%,12.3,33.9,2020,2,RTT_2020_FEB,
Y61,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_430,Geriatric Medicine,317,276,87.10%,6.8,25.1,2020,2,RTT_2020_FEB,
Y61,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_502,Gynaecology,"2,347","1,720",73.30%,11.7,31.1,2020,2,RTT_2020_FEB,
Y61,RDD,BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,X01,Other,"3,520","2,713",77.10%,9.8,28.5,2020,2,RTT_2020_FEB,
Y61,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,C_100,General Surgery,"6,056","4,393",72.50%,10.7,31.9,2020,2,RTT_2020_FEB,
Y61,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,C_101,Urology,"4,006","2,743",68.50%,11.8,33.7,2020,2,RTT_2020_FEB,
Y61,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,C_110,Trauma & Orthopaedics,"7,105","4,884",68.70%,12.4,31.1,2020,2,RTT_2020_FEB,
Y61,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,C_120,"Ear, Nose & Throat (ENT)","3,710","3,410",91.90%,6.4,18.1,2020,2,RTT_2020_FEB,
Y61,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,C_130,Ophthalmology,"5,759","5,083",88.30%,6.8,20.3,2020,2,RTT_2020_FEB,
Y61,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,C_140,Oral Surgery,"2,208","1,794",81.30%,9.5,22.8,2020,2,RTT_2020_FEB,
Y61,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,C_150,Neurosurgery, -   , -   , -   ,-,-,2020,2,RTT_2020_FEB,
Y61,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,C_160,Plastic Surgery,290,251,86.60%,8.6,22.3,2020,2,RTT_2020_FEB,
Y61,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery, -   , -   , -   ,-,-,2020,2,RTT_2020_FEB,
Y61,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,C_300,General Medicine,329,284,86.30%,8.3,20.7,2020,2,RTT_2020_FEB,
Y61,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,C_301,Gastroenterology,"2,778","2,183",78.60%,10.4,24.8,2020,2,RTT_2020_FEB,
Y61,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,C_320,Cardiology,"2,285","2,157",94.40%,7,16.7,2020,2,RTT_2020_FEB,
Y61,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,C_330,Dermatology,"5,869","4,279",72.90%,11.9,26.3,2020,2,RTT_2020_FEB,
Y61,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,C_340,Thoracic Medicine,"1,165","1,036",88.90%,6.5,20.1,2020,2,RTT_2020_FEB,
Y61,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,C_400,Neurology,"2,775","1,541",55.50%,16.1,34.2,2020,2,RTT_2020_FEB,
Y61,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,C_410,Rheumatology,"1,614","1,147",71.10%,11.9,24.4,2020,2,RTT_2020_FEB,
Y61,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,C_430,Geriatric Medicine,154,149,96.80%,3,13.7,2020,2,RTT_2020_FEB,
Y61,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,C_502,Gynaecology,"4,325","3,227",74.60%,10.7,26.5,2020,2,RTT_2020_FEB,
Y61,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,X01,Other,"5,393","5,078",94.20%,5.4,17.1,2020,2,RTT_2020_FEB,
Y61,RGM,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,C_100,General Surgery, -   , -   , -   ,-,-,2020,2,RTT_2020_FEB,
Y61,RGM,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,C_101,Urology, -   , -   , -   ,-,-,2020,2,RTT_2020_FEB,
Y61,RGM,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,C_110,Trauma & Orthopaedics, -   , -   , -   ,-,-,2020,2,RTT_2020_FEB,
Y61,RGM,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,C_120,"Ear, Nose & Throat (ENT)", -   , -   , -   ,-,-,2020,2,RTT_2020_FEB,
Y61,RGM,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,C_130,Ophthalmology, -   , -   , -   ,-,-,2020,2,RTT_2020_FEB,
Y61,RGM,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,C_140,Oral Surgery, -   , -   , -   ,-,-,2020,2,RTT_2020_FEB,
Y61,RGM,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,C_150,Neurosurgery, -   , -   , -   ,-,-,2020,2,RTT_2020_FEB,
Y61,RGM,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,C_160,Plastic Surgery, -   , -   , -   ,-,-,2020,2,RTT_2020_FEB,
Y61,RGM,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery,583,446,76.50%,9.1,27.1,2020,2,RTT_2020_FEB,
Y61,RGM,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,C_300,General Medicine, -   , -   , -   ,-,-,2020,2,RTT_2020_FEB,
Y61,RGM,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,C_301,Gastroenterology, -   , -   , -   ,-,-,2020,2,RTT_2020_FEB,
Y61,RGM,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,C_320,Cardiology,"1,485","1,406",94.70%,7,16.2,2020,2,RTT_2020_FEB,
Y61,RGM,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,C_330,Dermatology, -   , -   , -   ,-,-,2020,2,RTT_2020_FEB,
Y61,RGM,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,C_340,Thoracic Medicine,"2,171","1,996",91.90%,6,18,2020,2,RTT_2020_FEB,
Y61,RGM,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,C_400,Neurology, -   , -   , -   ,-,-,2020,2,RTT_2020_FEB,
Y61,RGM,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,C_410,Rheumatology, -   , -   , -   ,-,-,2020,2,RTT_2020_FEB,
Y61,RGM,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,C_430,Geriatric Medicine, -   , -   , -   ,-,-,2020,2,RTT_2020_FEB,
Y61,RGM,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,C_502,Gynaecology, -   , -   , -   ,-,-,2020,2,RTT_2020_FEB,
Y61,RGM,ROYAL PAPWORTH HOSPITAL NHS FOUNDATION TRUST,X01,Other, -   , -   , -   ,-,-,2020,2,RTT_2020_FEB,
Y61,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_100,General Surgery,"2,059","1,485",72.10%,10.2,29,2020,2,RTT_2020_FEB,
Y61,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_101,Urology, -   , -   , -   ,-,-,2020,2,RTT_2020_FEB,
Y61,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_110,Trauma & Orthopaedics,"1,624","1,077",66.30%,12.6,31.9,2020,2,RTT_2020_FEB,
Y61,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_120,"Ear, Nose & Throat (ENT)", -   , -   , -   ,-,-,2020,2,RTT_2020_FEB,
Y61,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_130,Ophthalmology,"2,477","1,514",61.10%,13.8,32.8,2020,2,RTT_2020_FEB,
Y61,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_140,Oral Surgery,416,372,89.40%,6.1,19.8,2020,2,RTT_2020_FEB,
Y61,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_150,Neurosurgery, -   , -   , -   ,-,-,2020,2,RTT_2020_FEB,
Y61,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_160,Plastic Surgery,188,114,60.60%,14.1,38,2020,2,RTT_2020_FEB,
Y61,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery, -   , -   , -   ,-,-,2020,2,RTT_2020_FEB,
Y61,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_300,General Medicine,593,575,97.00%,5.6,13.9,2020,2,RTT_2020_FEB,
Y61,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_301,Gastroenterology,147,138,93.90%,9.2,17.3,2020,2,RTT_2020_FEB,
Y61,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_320,Cardiology,204,196,96.10%,6.2,16.5,2020,2,RTT_2020_FEB,
Y61,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_330,Dermatology,"1,893","1,194",63.10%,13.7,33.5,2020,2,RTT_2020_FEB,
Y61,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_340,Thoracic Medicine,237,233,98.30%,5.5,13.4,2020,2,RTT_2020_FEB,
Y61,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_400,Neurology,601,555,92.30%,8,17.8,2020,2,RTT_2020_FEB,
Y61,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_410,Rheumatology,270,255,94.40%,7.5,16.9,2020,2,RTT_2020_FEB,
Y61,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_430,Geriatric Medicine, -   , -   , -   ,-,-,2020,2,RTT_2020_FEB,
Y61,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,C_502,Gynaecology,"1,508","1,232",81.70%,8.6,23.3,2020,2,RTT_2020_FEB,
Y61,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,X01,Other,"1,889","1,672",88.50%,5,21.3,2020,2,RTT_2020_FEB,
Y61,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,C_100,General Surgery,"3,261","2,453",75.20%,10.5,29.6,2020,2,RTT_2020_FEB,
Y61,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,C_101,Urology,"1,149",976,84.90%,7.3,25.1,2020,2,RTT_2020_FEB,
Y61,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,C_110,Trauma & Orthopaedics,"2,787","1,854",66.50%,12.2,36.7,2020,2,RTT_2020_FEB,
Y61,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,C_120,"Ear, Nose & Throat (ENT)","1,842","1,561",84.70%,7.1,22.9,2020,2,RTT_2020_FEB,
Y61,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,C_130,Ophthalmology,"2,093","1,335",63.80%,12.4,33.7,2020,2,RTT_2020_FEB,
Y61,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,C_140,Oral Surgery, -   , -   , -   ,-,-,2020,2,RTT_2020_FEB,
Y61,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,C_150,Neurosurgery, -   , -   , -   ,-,-,2020,2,RTT_2020_FEB,
Y61,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,C_160,Plastic Surgery,336,276,82.10%,10.1,24.1,2020,2,RTT_2020_FEB,
Y61,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery, -   , -   , -   ,-,-,2020,2,RTT_2020_FEB,
Y61,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,C_300,General Medicine,495,462,93.30%,5.4,16.4,2020,2,RTT_2020_FEB,
Y61,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,C_301,Gastroenterology,"1,231",988,80.30%,8.7,26.9,2020,2,RTT_2020_FEB,
Y61,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,C_320,Cardiology,756,692,91.50%,5.3,18.4,2020,2,RTT_2020_FEB,
Y61,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,C_330,Dermatology,"1,425","1,344",94.30%,5.9,16.2,2020,2,RTT_2020_FEB,
Y61,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,C_340,Thoracic Medicine,503,435,86.50%,7.1,22.1,2020,2,RTT_2020_FEB,
Y61,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,C_400,Neurology,512,470,91.80%,7.1,18.2,2020,2,RTT_2020_FEB,
Y61,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,C_410,Rheumatology,181,170,93.90%,2.3,14.8,2020,2,RTT_2020_FEB,
