Region Code,Provider Code,Provider Name,Treatment Function Code,Treatment Function,Total number of incomplete pathways,Total within 18 weeks,% within 18 weeks,Average (median) waiting time (in weeks),92nd percentile waiting time (in weeks),Total 52 plus weeks,Year_Num,Month_Num,Source_File
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,"5,848","3,166",54.10%,16.3,57.6,599,2022,3,RTT_2022_MAR
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,"4,393","2,605",59.30%,14.3,36.7,31,2022,3,RTT_2022_MAR
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,C_130,Ophthalmology Service,"4,059","3,687",90.80%,5.8,19,7,2022,3,RTT_2022_MAR
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,C_140,Oral Surgery Service,"4,107","2,182",53.10%,17,39.2,68,2022,3,RTT_2022_MAR
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,C_150,Neurosurgical Service,"1,937","1,277",65.90%,11.3,45.8,110,2022,3,RTT_2022_MAR
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,C_160,Plastic Surgery Service,"1,477","1,102",74.60%,7.2,38.7,50,2022,3,RTT_2022_MAR
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service,501,412,82.20%,7.5,24.7,4,2022,3,RTT_2022_MAR
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,2,2,100.00%,-,-,0,2022,3,RTT_2022_MAR
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,C_301,Gastroenterology Service,"4,430","3,569",80.60%,8.5,25.4,0,2022,3,RTT_2022_MAR
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,C_320,Cardiology Service,"3,777","2,770",73.30%,9.4,36.5,125,2022,3,RTT_2022_MAR
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,C_330,Dermatology Service,"4,137","2,565",62.00%,11.6,40.2,2,2022,3,RTT_2022_MAR
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,"1,590","1,463",92.00%,6.8,18,0,2022,3,RTT_2022_MAR
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,C_400,Neurology Service,"5,713","4,165",72.90%,9.4,30.5,1,2022,3,RTT_2022_MAR
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,C_410,Rheumatology Service,726,665,91.60%,5.2,18.5,0,2022,3,RTT_2022_MAR
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,120,120,100.00%,4,10.1,0,2022,3,RTT_2022_MAR
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,C_502,Gynaecology Service,"4,266","3,162",74.10%,8.8,32.9,76,2022,3,RTT_2022_MAR
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,X02,Other - Medical Services,"7,560","6,416",84.90%,6.7,23.5,19,2022,3,RTT_2022_MAR
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,X03,Other - Mental Health Services, -   , -   , -   ,-,-,0,2022,3,RTT_2022_MAR
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,X04,Other - Paediatric Services, -   , -   , -   ,-,-,0,2022,3,RTT_2022_MAR
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,X05,Other - Surgical Services,"7,754","5,629",72.60%,7.9,41.5,366,2022,3,RTT_2022_MAR
Y63,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,X06,Other - Other Services,"2,564","2,464",96.10%,5.7,15.5,3,2022,3,RTT_2022_MAR
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,C_100,General Surgery Service,"4,380","3,104",70.90%,8.3,35.3,27,2022,3,RTT_2022_MAR
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,C_101,Urology Service,"2,644","1,977",74.80%,8.6,31.7,5,2022,3,RTT_2022_MAR
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,"2,674","1,671",62.50%,11.6,36.3,43,2022,3,RTT_2022_MAR
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,"3,689","2,571",69.70%,9.9,33.4,17,2022,3,RTT_2022_MAR
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,C_130,Ophthalmology Service,"2,902","2,202",75.90%,6.8,32.1,12,2022,3,RTT_2022_MAR
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,C_140,Oral Surgery Service,"1,836","1,108",60.30%,14.5,39.5,27,2022,3,RTT_2022_MAR
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,C_150,Neurosurgical Service, -   , -   , -   ,-,-,0,2022,3,RTT_2022_MAR
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,C_160,Plastic Surgery Service, -   , -   , -   ,-,-,0,2022,3,RTT_2022_MAR
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service, -   , -   , -   ,-,-,0,2022,3,RTT_2022_MAR
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,"3,595","2,561",71.20%,9.9,31.7,13,2022,3,RTT_2022_MAR
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,C_301,Gastroenterology Service, -   , -   , -   ,-,-,0,2022,3,RTT_2022_MAR
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,C_320,Cardiology Service,"2,402","1,849",77.00%,9.1,27,4,2022,3,RTT_2022_MAR
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,C_330,Dermatology Service,345,310,89.90%,5.7,19.8,0,2022,3,RTT_2022_MAR
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,"1,392","1,052",75.60%,8.1,30.2,5,2022,3,RTT_2022_MAR
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,C_400,Neurology Service, -   , -   , -   ,-,-,0,2022,3,RTT_2022_MAR
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,C_410,Rheumatology Service,472,414,87.70%,6.5,20.5,1,2022,3,RTT_2022_MAR
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,174,174,100.00%,3.6,10.4,0,2022,3,RTT_2022_MAR
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,C_502,Gynaecology Service,"3,290","2,440",74.20%,7.9,33.3,23,2022,3,RTT_2022_MAR
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,X02,Other - Medical Services,155,139,89.70%,5.9,19.6,0,2022,3,RTT_2022_MAR
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,X03,Other - Mental Health Services, -   , -   , -   ,-,-,0,2022,3,RTT_2022_MAR
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,X04,Other - Paediatric Services,30,3,10.00%,30.9,36.8,0,2022,3,RTT_2022_MAR
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,X05,Other - Surgical Services,"1,897","1,554",81.90%,8.2,24.6,2,2022,3,RTT_2022_MAR
Y63,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,X06,Other - Other Services,648,312,48.10%,19.2,48.1,32,2022,3,RTT_2022_MAR
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,C_100,General Surgery Service,"1,030",477,46.30%,20,49.9,67,2022,3,RTT_2022_MAR
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,C_101,Urology Service,"2,331","1,180",50.60%,17.7,48.7,166,2022,3,RTT_2022_MAR
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,"2,144","1,045",48.70%,18.8,56.1,215,2022,3,RTT_2022_MAR
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,"3,028","2,056",67.90%,11.7,34.3,48,2022,3,RTT_2022_MAR
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,C_130,Ophthalmology Service,"3,252","1,848",56.80%,15.7,37.6,11,2022,3,RTT_2022_MAR
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,C_140,Oral Surgery Service,"1,560",887,56.90%,15.5,33.2,13,2022,3,RTT_2022_MAR
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,C_150,Neurosurgical Service, -   , -   , -   ,-,-,0,2022,3,RTT_2022_MAR
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,C_160,Plastic Surgery Service, -   , -   , -   ,-,-,0,2022,3,RTT_2022_MAR
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service, -   , -   , -   ,-,-,0,2022,3,RTT_2022_MAR
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,55,49,89.10%,8.5,18.8,0,2022,3,RTT_2022_MAR
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,C_301,Gastroenterology Service,"1,595",923,57.90%,14.8,47.5,93,2022,3,RTT_2022_MAR
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,C_320,Cardiology Service,"2,388","1,248",52.30%,17,38.6,24,2022,3,RTT_2022_MAR
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,C_330,Dermatology Service,"1,588","1,040",65.50%,9.8,45.2,51,2022,3,RTT_2022_MAR
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,583,522,89.50%,8,19.7,0,2022,3,RTT_2022_MAR
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,C_400,Neurology Service,"1,596",785,49.20%,18.4,43.1,59,2022,3,RTT_2022_MAR
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,C_410,Rheumatology Service,753,484,64.30%,12.6,31.2,5,2022,3,RTT_2022_MAR
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,275,159,57.80%,15.8,47,17,2022,3,RTT_2022_MAR
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,C_502,Gynaecology Service,"2,195","1,623",73.90%,8.3,36.3,12,2022,3,RTT_2022_MAR
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,X02,Other - Medical Services,"1,118",816,73.00%,10.3,32.5,7,2022,3,RTT_2022_MAR
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,X03,Other - Mental Health Services, -   , -   , -   ,-,-,0,2022,3,RTT_2022_MAR
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,X04,Other - Paediatric Services,"2,165","1,729",79.90%,9.9,23,3,2022,3,RTT_2022_MAR
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,X05,Other - Surgical Services,"3,531","2,344",66.40%,10.1,42.1,154,2022,3,RTT_2022_MAR
Y63,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,X06,Other - Other Services,"1,719","1,294",75.30%,8.8,25.4,1,2022,3,RTT_2022_MAR
Y63,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,C_100,General Surgery Service,"3,367","2,417",71.80%,8.7,32.8,21,2022,3,RTT_2022_MAR
Y63,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,C_101,Urology Service,"2,466","1,284",52.10%,16.7,46.6,103,2022,3,RTT_2022_MAR
Y63,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,"8,430","4,547",53.90%,15.9,49.2,532,2022,3,RTT_2022_MAR
Y63,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,"4,093","2,521",61.60%,11.9,36.8,96,2022,3,RTT_2022_MAR
Y63,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,C_130,Ophthalmology Service,"4,371","2,604",59.60%,14.6,50,321,2022,3,RTT_2022_MAR
Y63,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,C_140,Oral Surgery Service,"2,398","1,926",80.30%,8.7,28.6,17,2022,3,RTT_2022_MAR
Y63,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,C_150,Neurosurgical Service, -   , -   , -   ,-,-,0,2022,3,RTT_2022_MAR
Y63,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,C_160,Plastic Surgery Service, -   , -   , -   ,-,-,0,2022,3,RTT_2022_MAR
Y63,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service, -   , -   , -   ,-,-,0,2022,3,RTT_2022_MAR
Y63,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,"2,298","1,814",78.90%,6.9,26.5,2,2022,3,RTT_2022_MAR
Y63,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,C_301,Gastroenterology Service, -   , -   , -   ,-,-,0,2022,3,RTT_2022_MAR
Y63,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,C_320,Cardiology Service,"2,516","2,051",81.50%,7.9,24.6,0,2022,3,RTT_2022_MAR
Y63,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,C_330,Dermatology Service,"2,853","2,378",83.40%,8.4,22.6,1,2022,3,RTT_2022_MAR
Y63,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,"1,322","1,009",76.30%,8.1,25.9,0,2022,3,RTT_2022_MAR
Y63,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,C_400,Neurology Service, -   , -   , -   ,-,-,0,2022,3,RTT_2022_MAR
Y63,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,C_410,Rheumatology Service,862,748,86.80%,7.1,20.8,0,2022,3,RTT_2022_MAR
Y63,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,131,115,87.80%,4.8,23.3,0,2022,3,RTT_2022_MAR
Y63,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,C_502,Gynaecology Service,"3,020","2,030",67.20%,8.2,41.2,77,2022,3,RTT_2022_MAR
Y63,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,X02,Other - Medical Services,"3,176","2,740",86.30%,6,21.4,3,2022,3,RTT_2022_MAR
Y63,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,X03,Other - Mental Health Services,2,1,50.00%,-,-,0,2022,3,RTT_2022_MAR
Y63,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,X04,Other - Paediatric Services,225,201,89.30%,7.1,20.5,0,2022,3,RTT_2022_MAR
Y63,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,X05,Other - Surgical Services,"1,647","1,143",69.40%,8.3,36.7,29,2022,3,RTT_2022_MAR
Y63,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,X06,Other - Other Services,412,246,59.70%,13.1,36.6,2,2022,3,RTT_2022_MAR
Y63,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,C_100,General Surgery Service,"1,754","1,377",78.50%,7.7,28.9,8,2022,3,RTT_2022_MAR
Y63,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,C_101,Urology Service,624,510,81.70%,8.5,26.2,2,2022,3,RTT_2022_MAR
Y63,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,"1,417",921,65.00%,11.6,32.7,16,2022,3,RTT_2022_MAR
Y63,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service, -   , -   , -   ,-,-,0,2022,3,RTT_2022_MAR
Y63,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,C_130,Ophthalmology Service, -   , -   , -   ,-,-,0,2022,3,RTT_2022_MAR
Y63,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,C_140,Oral Surgery Service, -   , -   , -   ,-,-,0,2022,3,RTT_2022_MAR
Y63,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,C_150,Neurosurgical Service, -   , -   , -   ,-,-,0,2022,3,RTT_2022_MAR
Y63,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,C_160,Plastic Surgery Service, -   , -   , -   ,-,-,0,2022,3,RTT_2022_MAR
Y63,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service, -   , -   , -   ,-,-,0,2022,3,RTT_2022_MAR
Y63,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,71,58,81.70%,10.2,22.1,0,2022,3,RTT_2022_MAR
Y63,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,C_301,Gastroenterology Service,"1,015",710,70.00%,10,32,2,2022,3,RTT_2022_MAR
Y63,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,C_320,Cardiology Service,694,524,75.50%,8.7,30.3,0,2022,3,RTT_2022_MAR
Y63,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,C_330,Dermatology Service, -   , -   , -   ,-,-,0,2022,3,RTT_2022_MAR
Y63,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,C_340,Respiratory Medicine Service,693,492,71.00%,9.1,34.1,1,2022,3,RTT_2022_MAR
Y63,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,C_400,Neurology Service, -   , -   , -   ,-,-,0,2022,3,RTT_2022_MAR
Y63,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,C_410,Rheumatology Service,341,287,84.20%,8.4,20.7,0,2022,3,RTT_2022_MAR
Y63,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,C_430,Elderly Medicine Service,245,212,86.50%,6.2,21.8,0,2022,3,RTT_2022_MAR
Y63,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,C_502,Gynaecology Service,"1,558","1,135",72.80%,10.1,32.8,8,2022,3,RTT_2022_MAR
Y63,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,X02,Other - Medical Services,"1,475","1,181",80.10%,8,32.6,4,2022,3,RTT_2022_MAR
Y63,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,X03,Other - Mental Health Services,326,215,66.00%,12.6,37.6,0,2022,3,RTT_2022_MAR
Y63,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,X04,Other - Paediatric Services, -   , -   , -   ,-,-,0,2022,3,RTT_2022_MAR
Y63,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,X05,Other - Surgical Services,12,8,66.70%,-,-,0,2022,3,RTT_2022_MAR
Y63,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,X06,Other - Other Services,731,549,75.10%,9,28.3,0,2022,3,RTT_2022_MAR
Y63,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,C_100,General Surgery Service,"1,671","1,061",63.50%,11.7,44,90,2022,3,RTT_2022_MAR
Y63,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,C_101,Urology Service,"3,373","2,344",69.50%,10.2,40.2,139,2022,3,RTT_2022_MAR
Y63,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,C_110,Trauma and Orthopaedic Service,"5,515","3,020",54.80%,16,52.8,451,2022,3,RTT_2022_MAR
Y63,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,C_120,Ear Nose and Throat Service,"2,958","1,784",60.30%,12.5,38.8,105,2022,3,RTT_2022_MAR
Y63,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,C_130,Ophthalmology Service,"5,045","3,577",70.90%,9.7,27.4,10,2022,3,RTT_2022_MAR
Y63,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,C_140,Oral Surgery Service,"2,182","1,341",61.50%,14.6,33.5,43,2022,3,RTT_2022_MAR
Y63,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,C_150,Neurosurgical Service,481,315,65.50%,9.7,59.5,43,2022,3,RTT_2022_MAR
Y63,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,C_160,Plastic Surgery Service,"2,323","1,158",49.80%,18.1,45.5,98,2022,3,RTT_2022_MAR
Y63,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,C_170,Cardiothoracic Surgery Service,554,420,75.80%,8.3,29,1,2022,3,RTT_2022_MAR
Y63,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,C_300,General Internal Medicine Service,224,223,99.60%,12.5,12.9,0,2022,3,RTT_2022_MAR
Y63,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,C_301,Gastroenterology Service,"2,122","1,852",87.30%,5.1,25.1,37,2022,3,RTT_2022_MAR
Y63,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,C_320,Cardiology Service,"2,761","2,596",94.00%,5.1,16.4,0,2022,3,RTT_2022_MAR
Y63,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,C_330,Dermatology Service,"4,550","3,373",74.10%,8.7,30.8,4,2022,3,RTT_2022_MAR
Y63,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,C_340,Respiratory Medicine Service,782,687,87.90%,6.2,20.8,0,2022,3,RTT_2022_MAR
Y63,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,C_400,Neurology Service,"1,920","1,732",90.20%,6.6,18.8,0,2022,3,RTT_2022_MAR
Y63,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,C_410,Rheumatology Service,"2,594","1,781",68.70%,10.2,30.7,0,2022,3,RTT_2022_MAR
Y63,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,C_430,Elderly Medicine Service,65,58,89.20%,7,18.9,0,2022,3,RTT_2022_MAR
Y63,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,C_502,Gynaecology Service,"7,847","5,269",67.10%,10.7,34.1,60,2022,3,RTT_2022_MAR
Y63,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,X02,Other - Medical Services,"12,026","8,428",70.10%,9.9,32.7,93,2022,3,RTT_2022_MAR
Y63,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,X03,Other - Mental Health Services, -   , -   , -   ,-,-,0,2022,3,RTT_2022_MAR
Y63,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,X04,Other - Paediatric Services,"10,440","6,273",60.10%,13.9,45.7,605,2022,3,RTT_2022_MAR
Y63,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,X05,Other - Surgical Services,"10,564","6,017",57.00%,14.8,52.7,883,2022,3,RTT_2022_MAR
Y63,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,X06,Other - Other Services,888,761,85.70%,4.8,43,53,2022,3,RTT_2022_MAR
Y63,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,C_100,General Surgery Service,593,537,90.60%,6.6,20.9,1,2022,3,RTT_2022_MAR
Y63,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,C_101,Urology Service,"3,741","2,511",67.10%,10.8,51.8,297,2022,3,RTT_2022_MAR
Y63,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,C_110,Trauma and Orthopaedic Service,"8,641","4,925",57.00%,14.8,54.9,779,2022,3,RTT_2022_MAR
Y63,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,C_120,Ear Nose and Throat Service,"7,970","5,906",74.10%,9.8,29,37,2022,3,RTT_2022_MAR
Y63,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,C_130,Ophthalmology Service,"13,324","6,510",48.90%,18.6,49.6,877,2022,3,RTT_2022_MAR
Y63,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,C_140,Oral Surgery Service,"2,167","1,887",87.10%,7.4,20.7,0,2022,3,RTT_2022_MAR
Y63,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,C_150,Neurosurgical Service,925,730,78.90%,8.4,33.4,25,2022,3,RTT_2022_MAR
Y63,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,C_160,Plastic Surgery Service,"1,818","1,058",58.20%,15.3,50.4,133,2022,3,RTT_2022_MAR
Y63,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,C_170,Cardiothoracic Surgery Service,112,87,77.70%,9.7,27,0,2022,3,RTT_2022_MAR
Y63,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,C_300,General Internal Medicine Service,"1,357","1,192",87.80%,8.2,22.7,6,2022,3,RTT_2022_MAR
Y63,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,C_301,Gastroenterology Service,917,801,87.40%,7.5,23.1,1,2022,3,RTT_2022_MAR
Y63,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,C_320,Cardiology Service,"4,827","4,478",92.80%,8.4,17.8,6,2022,3,RTT_2022_MAR
